Model,Mean (MAE),Median,Std Dev,Max Error
XGB_Pure,12.218440133702115,1.7938385009765625,27.378714915881652,142.2615509033203
BiLSTM_Pure,5.997113762975045,3.172737121582017,8.406157546245389,72.90713500976562
XGB_Sentiment,12.218440133702115,1.7938385009765625,27.378714915881652,142.2615509033203
BiLSTM_Sentiment,6.843807611294719,3.179595947265639,9.244999779051037,64.39764404296875
XGB_mBERT,12.318041219686911,1.7816871643066392,27.547731102467395,143.13600158691406
BiLSTM_mBERT,4.1229732051956685,2.19631370544435,5.048502881755297,66.61663818359375
