Ticker,Model,MAE,RMSE,MAPE (%),R2,DA (%)
AMZN,13. BiLSTM + Sentiment,6.526365481548428,8.867685501463065,2.893462646093001,0.3861293004581675,55.90062111801242
AMZN,14. BiLSTM + mBERT,6.671402261864323,8.659407401295027,2.931136224872615,0.41462700218556137,48.4472049689441
BABA,1. Naive Persistence,3.1768326848190025,4.290161511690524,2.0614831489618126,0.9464919697800124,0.0
BABA,"2. ARIMA(0, 1, 0)",3.1768326848190025,4.290161511690524,2.0614831489618126,0.9464919697800124,0.0
BABA,3. Decision Tree Pure,15.461244188772184,19.72509590551679,9.313923320023317,-0.13112324104498585,65.83850931677019
BABA,4. Decision Tree + Sentiment,15.515443075809378,19.729477403666856,9.358269977074531,-0.13162580537693325,64.59627329192547
BABA,5. Decision Tree + mBERT,15.515443075809378,19.729477403666856,9.358269977074531,-0.13162580537693325,64.59627329192547
BABA,6. Random Forest Pure,15.394903593374664,19.696920186503203,9.26408871927201,-0.12789411113445426,65.83850931677019
BABA,7. Random Forest + Sentiment,15.259071880451463,19.55871779733388,9.180084082259969,-0.11212202029241669,65.83850931677019
BABA,8. Random Forest + mBERT,15.292028190328242,19.5884416065605,9.20086905093933,-0.11550482088846081,65.83850931677019
BABA,9. XGBoost Pure,16.884308003490755,21.166528998712682,10.199460028430064,-0.30247972246793675,65.21739130434783
BABA,10. XGBoost + Sentiment,16.89160402665227,21.178109899090284,10.20313636328163,-0.30390537089190817,65.21739130434783
BABA,11. XGBoost + mBERT,16.947177910656663,21.232424504233744,10.237603262683791,-0.31060208949929335,65.21739130434783
BABA,12. BiLSTM Pure,11.122418516170905,12.607990786497082,7.041659811292533,0.5378707639758702,58.38509316770186
BABA,13. BiLSTM + Sentiment,9.201530551318056,10.861259988282532,5.722525572248452,0.6570489805563577,59.006211180124225
BABA,14. BiLSTM + mBERT,9.486408115173719,11.253143317934846,5.896017982289585,0.6318545994788247,59.006211180124225
GOOGL,1. Naive Persistence,3.087176998719474,4.384029696276109,1.2899451732311062,0.9924556403171861,0.0
GOOGL,"2. ARIMA(0, 1, 0)",3.087176998719474,4.384029696276109,1.2899451732311062,0.9924556403171861,0.0
GOOGL,3. Decision Tree Pure,41.67878307426577,59.3324839476824,14.824998748419615,-0.38184862831385136,57.615894039735096
GOOGL,4. Decision Tree + Sentiment,41.67878307426577,59.3324839476824,14.824998748419615,-0.38184862831385136,57.615894039735096
GOOGL,5. Decision Tree + mBERT,41.67878307426577,59.3324839476824,14.824998748419613,-0.38184862831385136,57.615894039735096
