Date,Open,High,Low,Close,Volume
2012-05-18,41.72257890337034,44.64960962465194,37.70411479415053,37.93232345581055,573576400
2012-05-21,36.24556407696098,36.3745529135857,32.74305104049431,33.76502990722656,168192700
2012-05-22,32.356087703874614,33.32845662582704,30.69909083412013,30.758623123168945,101786600
2012-05-23,31.12574167909429,32.24694222211838,31.115819315926277,31.75083541870117,73600000
2012-05-24,32.693444385865355,32.95141829993654,31.522631837783123,32.77281951904297,50237200
2012-05-25,32.643830341561234,32.69344026667106,30.867767013668946,31.66153717041016,37149800
2012-05-29,31.23488158448918,31.44324741065009,28.42691736001472,28.61543846130371,78063400
2012-05-30,28.47653203349012,29.3199121078204,27.643072430095465,27.970502853393555,57267900
2012-05-31,28.32769854884861,29.43897865379084,26.62109177634527,29.369524002075195,111639200
2012-06-01,28.66505188674204,28.92302766413624,27.17673140427365,27.5041618347168,41855500
2012-06-04,26.988211257669438,27.434706251777737,26.23412867834514,26.6905460357666,35230300
2012-06-05,26.4921049016224,27.543850828401084,25.54950118816683,25.668567657470703,42473400
2012-06-06,25.86701175831723,26.95844724488073,25.32129496128423,26.60124969482422,61489200
2012-06-07,26.789764721908057,27.13703982828406,25.94638286142265,26.10513687133789,26159500
2012-06-08,26.34326801973968,27.54384735486843,26.2341258201804,26.88898658752441,38034000
2012-06-11,26.968362799876893,27.851432195101932,26.63101006389264,26.79968643188477,28219600
2012-06-12,27.266030152063948,27.553773013731085,26.750078609245342,27.18665313720703,15816800
2012-06-13,27.444627563109798,27.88120206966788,26.88898848635228,27.05766487121582,17102800
2012-06-14,27.43470515020895,28.09948832551949,27.16680702900234,28.06972312927246,16855000
2012-06-15,28.288012330659885,29.86563223809829,28.12925829277277,29.77633285522461,43563800
2012-06-18,29.726717724460475,31.83021322341016,29.18100101657042,31.165428161621094,42978900
2012-06-19,31.294419182603846,31.929435307996812,30.46095957177691,31.66153717041016,30849000
2012-06-20,31.67145662669089,31.68137898930151,30.90745173814749,31.35394859313965,15553600
2012-06-21,31.42340847713928,32.24694578613135,31.264654433899658,31.592084884643555,21875300
2012-06-22,32.15764364104882,33.18954672606421,31.810370384069905,32.792659759521484,74834000
2012-06-25,32.604141572340495,32.76289560702344,31.30434031119001,31.81037139892578,24352900
2012-06-26,32.43546245735927,33.179622685715586,32.246943228773745,32.84226989746094,24858700
2012-06-27,32.20725263499116,32.64382904257224,31.65161354738274,31.97904396057129,28568000
2012-06-28,31.71114659290165,31.93935527278549,30.659400678765277,31.115819931030277,17713300
2012-06-29,31.671460207483577,31.740914861113342,30.520492509482708,30.857845306396484,19526900
2012-07-02,31.00667474381587,31.482936813681548,30.3121244725555,30.530412673950195,14122000
2012-07-03,30.669322725180216,31.195196623062458,30.56017862179966,30.95706558227539,8763600
2012-07-05,31.07613056859331,31.383716263794057,30.77846723678579,31.22496223449707,10032100
2012-07-06,31.195195901191425,31.65161324568061,31.01659715160966,31.48293685913086,10945600
2012-07-09,31.85005523807602,32.623984424539515,31.74091302831597,31.919509887695312,17785200
2012-07-10,32.1774883027763,32.227098227245115,30.917376539296324,31.22496223449707,14269500
2012-07-11,31.23488430640499,31.31426132031273,30.31212533691667,30.72885513305664,13030300
2012-07-12,30.460958574135244,31.155506965411977,30.36173683466792,30.57010078430176,11300700
2012-07-13,30.798310565338536,30.828075761669574,30.322046606572503,30.48080062866211,8108300
2012-07-16,30.262515684144688,30.262515684144688,27.990345565362656,28.0300350189209,24672100
2012-07-17,28.25824337543619,28.36738747897282,26.938599339709985,27.871280670166016,30438600
2012-07-18,28.08956504606897,29.061935762517592,27.930811029607383,28.883337020874023,16841800
2012-07-19,29.1810060151241,29.270305403347677,28.407078614685627,28.77419853210449,13685100
2012-07-20,28.774193268133757,29.24053296049073,28.49637278976313,28.536062240600582,11869100
2012-07-23,27.901050226062495,28.77419745403787,27.791906112879037,28.52614402770996,12390700
2012-07-24,28.59559544764121,29.220691071033617,27.8812023419757,28.228477478027344,11539800
2012-07-25,28.168941937961463,29.260377216000048,27.86135626889963,29.11154556274414,17230200
2012-07-26,27.533929742654276,28.01019185697648,26.52187133034652,26.64093780517578,64597400
2012-07-27,23.00943337400954,24.34892208107944,22.10651917059516,23.52538299560547,123102300
2012-07-30,23.813127617609467,23.852817072037546,22.8506810576968,22.969745635986328,29285900
2012-07-31,23.18803487891733,23.18803487891733,21.441738549064343,21.540958404541016,56179400
2012-08-01,21.33259584952517,21.41197287466071,20.677734919032574,20.71742248535156,44604400
2012-08-02,20.60827814796752,20.6777328012856,19.66567441508606,19.883962631225582,56374500
2012-08-03,20.201469587805704,21.98745331842821,19.745050345759434,20.925785064697266,80647000
2012-08-06,21.223445262463432,21.97752771769432,21.1341458998376,21.74931907653809,27778900
2012-08-07,22.027141831854298,22.275195222336905,20.340378019573706,20.55866432189941,36782900
2012-08-08,20.548741959180447,20.985316456329045,20.0625575409342,20.55866432189941,29537400
2012-08-09,20.58843306999334,21.005162875302737,20.44952376572265,20.84640884399414,15610700
2012-08-10,21.24329360801944,21.650101043792095,20.965473111090457,21.64017868041992,25794700
2012-08-13,21.977530918132903,22.27519613439829,21.23337071621533,21.431814193725582,24973100
2012-08-14,21.24329221979499,21.43181332655207,20.092324638799347,20.221311569213867,39308800
2012-08-15,20.479288291670898,21.24329322508041,20.241157252523244,21.03492927551269,47861100
2012-08-16,20.28084577616172,20.320533334619466,19.53668560323134,19.71528434753418,157565300
2012-08-17,19.854196603517615,19.92365126055557,18.85206052733336,18.901670455932617,129293400
2012-08-20,18.901672219359828,19.973263052555858,18.6040088349989,19.854198455810547,101186600
2012-08-21,19.427544503597325,19.82442961190676,18.94136000935608,19.010814666748047,70640600
2012-08-22,19.209256332477025,19.37793272396045,18.81236936957675,19.288633346557617,49892200
2012-08-23,19.34816563399374,19.576374312913288,19.209256332477025,19.288633346557617,32813700
2012-08-24,19.368011373549287,19.526765410013017,19.100113227330212,19.258867263793945,29622200
2012-08-27,19.338243519112392,19.377932972911232,18.951280807060293,19.000890731811523,20704000
2012-08-28,18.9512838939383,19.22910254579337,18.802452202944853,19.189414978027344,25417000
2012-08-29,19.16956690981817,19.229099197349417,18.9215135038578,18.95128059387207,16124700
2012-08-30,19.119957324541016,19.29855608279785,18.911591475742263,18.94135856628418,30647500
2012-08-31,18.53455158634703,18.55439631386926,17.88961308185369,17.91937828063965,58764200
2012-09-04,17.939220766446734,18.12774186935522,17.413346907806073,17.59194564819336,46622400
2012-09-05,18.127745612916375,18.60400775730395,18.038446224281515,18.43533134460449,60781800
2012-09-06,18.59408208867922,19.11003359966644,18.574237363064974,18.812368392944336,46066500
2012-09-07,18.95127698566173,19.26878498203981,18.633768989283656,18.832210540771484,36371700
2012-09-10,18.91159138833684,19.0505025843931,18.405562206447,18.663537979125977,24797800
2012-09-11,18.772685850275845,19.42754683054728,18.70323118456489,19.278715133666992,50508200
2012-09-12,20.598356222006625,20.995241315470665,20.12209410984977,20.767032623291016,121584000
2012-09-13,20.79679954958589,21.31275116018569,20.449526246776,20.54874610900879,65041600
2012-09-14,20.96547245072212,21.908076123918363,20.737263777842102,21.82869911193848,72819800
2012-09-17,22.49348327977609,22.572860295224235,21.33259324603609,21.35243797302246,50667600
2012-09-18,21.431812737263403,21.80885304791329,21.20360407838328,21.699710845947266,36760500
2012-09-19,21.81877529771193,23.18803102891732,21.600489002409777,23.1086540222168,78782800
2012-09-20,22.840754651421665,23.05904093464876,22.364492637564183,22.41410255432129,57248900
2012-09-21,22.79114522803069,23.059043348556493,22.424027263603968,22.682003021240234,51218100
2012-09-24,21.610415597039975,21.80885720640596,20.201472032802336,20.628124237060547,79106500
2012-09-25,21.03492782678007,21.044848296792857,20.06255711827537,20.12209129333496,46291700
2012-09-26,19.99310433447372,20.618199983313065,19.64582918428489,20.45944595336914,38271900
2012-09-27,20.826562570102244,20.836484932884236,20.003025384169085,20.161779403686523,30215900
2012-09-28,20.40983338714163,21.77908921077669,20.340378738152378,21.49134635925293,65486000
2012-10-01,21.908076460763127,22.414105629601757,21.56080131832517,21.818777084350582,51262700
2012-10-02,21.908076554663488,22.314883985621,21.650100787532363,22.09659767150879,29341400
2012-10-03,22.12636244464525,22.314883557876872,21.630255646402105,21.660022735595703,32000100
2012-10-04,22.146206941093062,22.225583952288844,21.243292729054566,21.779088973999023,46892100
2012-10-05,21.32267048516506,21.46157978648621,20.7174195708418,20.7471866607666,40529300
2012-10-08,20.241159439086918,20.588434618378333,20.00302837421501,20.241159439086918,32236700
2012-10-09,20.23123518380468,20.38998921221385,19.81450538610628,20.072481155395508,27161800
2012-10-10,19.77481480634113,19.784737168164074,19.298552793821894,19.4870719909668,39321800
2012-10-11,19.7252031212978,19.804580123883618,19.4573069203813,19.596216201782227,21817300
2012-10-12,19.59621823683211,19.64582815891381,19.32832011559761,19.368009567260746,18809400
2012-10-15,19.526763588918843,19.725205169742864,19.33824247851339,19.368009567260746,20189700
2012-10-16,19.52676301707029,19.5366853796955,19.149720807301208,19.328319549560547,21834700
2012-10-17,19.348166023767984,20.320534938968244,19.21917908297502,19.72520637512207,44074500
2012-10-18,19.5466054251191,19.635904785662557,18.74291118022803,18.832210540771484,52157400
2012-10-19,18.85205841064453,18.911590696778912,18.653614933533586,18.85205841064453,34835000
2012-10-22,19.05050253185992,19.278711213505247,18.90166897274596,19.169567108154297,32447300
2012-10-23,19.100110225188427,19.64582690319497,18.951278575959105,19.348163604736328,78381200
2012-10-24,23.94211175177924,24.06117820860302,22.67207963897691,23.04911994934082,228949900
2012-10-25,23.108657717274227,23.12850055274937,22.29504090287575,22.384340286254883,76142000
2012-10-26,22.2255842946941,22.70184636920605,21.7096327677242,21.769166946411133,73175800
2012-10-31,20.65788627546589,21.332591807526757,20.568586902546237,20.945629119873047,99378200
2012-11-01,20.91586435703967,21.27306188843515,20.846409702045527,21.044851303100582,37713900
2012-11-02,21.094462235921394,21.52111440437446,20.90594111422176,21.015085220336918,38344400
