Date,Open,High,Low,Close,Volume
2009-01-02,42.29596740407326,43.37899094765931,41.6831375778838,43.13068771362305,35803700
2009-01-05,42.93523380406163,43.542783778568136,42.62353660020755,43.125423431396484,43340100
2009-01-06,43.394844029355646,43.70654515337911,42.06880127278853,42.422767639160156,41906100
2009-01-07,41.86804414938052,42.364650631618034,40.975210119988,41.33974075317383,35268800
2009-01-08,41.16012927392656,42.037111023241735,41.15484511013616,41.78352355957031,30817100
2009-01-09,41.672583269232206,41.8680570370272,40.88012793099195,40.980506896972656,32862000
2009-01-12,40.436344146728516,40.95407923984444,40.15634397974855,40.436344146728516,38112100
2009-01-13,40.39407146390507,41.387280256944834,40.39407146390507,41.1653938293457,47116500
2009-01-14,40.70050446868898,40.84314464842762,39.26351822099342,39.675594329833984,48040500
2009-01-15,39.464266106232515,40.52087300632587,39.09973946653242,40.4997444152832,55562200
2009-01-16,41.00691465166922,41.44540344559493,40.42577764049891,41.260498046875,45528100
2009-01-20,40.721635771872016,41.54050379909249,40.151067010164425,40.30427551269531,42838600
2009-01-21,40.283123769644654,41.936711530406406,40.15104795400647,41.87331771850586,43317700
2009-01-22,41.043889740804005,41.69370062298087,40.46275281445421,41.32917404174805,40204700
2009-01-23,40.36238065709573,41.630309626080404,40.034831097328876,41.228797912597656,46022800
2009-01-26,41.56691963587658,42.354090724090995,41.13899508970563,41.524654388427734,42758400
2009-01-27,41.35029712052937,41.96313087735021,41.006903203333636,41.693695068359375,38508900
2009-01-28,41.931432206547235,42.052939702116966,40.75331413491015,41.86803436279297,45324700
2009-01-29,40.98578788787535,41.20767439805068,40.48918129122353,40.67937088012695,38945300
2009-01-30,41.33974702143881,41.67786092382784,40.1510641997361,40.4046516418457,51904600
2009-02-02,40.182760716071705,40.74276513618643,39.9714425521717,40.515594482421875,36113100
2009-02-03,40.600113402838545,41.54577692404301,40.5050186344874,41.271060943603516,39567300
2009-02-04,41.49824309387763,41.67786435591013,40.705787814152174,41.028053283691406,29602000
