Date,Open,High,Low,Close,Volume,avg_polarity,max_polarity,min_polarity,sum_polarity,count_mentions,avg_intensity,avg_credibility,avg_relevance
2023-01-03,64.17,65.85,63.92,65.85,1496887,0.6960005164146423,0.6960005164146423,0.6960005164146423,0.6960005164146423,1.0,0.727290153503418,0.727290153503418,0.0
2023-01-04,66.02,66.52,65.94,66.52,1090697,0.22980034165084362,0.4249367415904999,0.03466394171118736,0.45960068330168724,2.0,0.741428792476654,0.9525684118270874,0.2985965132396756
2023-01-05,66.52,68.29,66.27,68.12,2471156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,67.95,68.12,66.78,66.94,1270661,0.4156832486391068,0.7824759483337402,0.05537353456020355,2.0784162431955338,5.0,0.6931334257125854,0.9337334632873535,0.17523144829394507
2023-01-09,67.03,67.7,66.78,67.7,949900,0.5798289328813553,0.8041384816169739,0.31813693046569824,2.319315731525421,4.0,0.6879889518022537,0.8422023057937622,0.1149436918259639
2023-01-10,67.87,68.37,67.61,67.95,1196828,0.30865074694156647,0.662787675857544,0.13043057918548584,0.9259522408246994,3.0,0.6011786659558614,0.6845512986183167,0.07636326172901432
2023-01-11,67.95,68.45,66.61,66.61,1535421,0.05044392729178071,0.12018784880638123,0.012016117572784424,0.20177570916712284,4.0,0.9350815415382385,0.9831147193908691,0.05534566919853796
2023-01-12,67.03,67.28,66.52,67.11,685545,0.5956461653113365,0.7906646132469177,0.3464057743549347,2.382584661245346,4.0,0.7211746722459793,0.8451788425445557,0.10200247448337077
2023-01-13,67.28,68.03,67.19,67.61,1449667,-0.0014144065124647959,0.7781145572662354,-0.9620293378829956,-0.00990084558725357,7.0,0.8348490766116551,0.9773140549659729,0.10545185178608484
2023-01-16,67.61,67.78,66.61,66.61,655271,0.40273915231227875,0.8118909001350403,0.04007039964199066,1.2082174569368362,3.0,0.7195662458737692,0.8438528776168823,0.10795840755207387
2023-01-17,67.28,67.95,66.61,67.87,1672065,0.6841116547584534,0.6841116547584534,0.6841116547584534,0.6841116547584534,1.0,0.7116279006004333,0.7116279006004333,0.0
2023-01-18,67.87,68.37,67.7,68.2,1299292,0.020357287488877773,0.029052933678030968,0.011661641299724579,0.04071457497775555,2.0,0.972846269607544,0.9808067679405212,0.011257844705744905
2023-01-19,67.78,68.37,67.11,68.2,2628489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-27,68.29,68.7,66.78,67.11,2333482,0.32711611191431683,0.5615286827087402,0.1656942367553711,0.9813483357429504,3.0,0.6431595881779989,0.7229171991348267,0.06928526949825163
2023-01-30,67.11,67.11,66.61,66.61,1614712,0.1625383347272873,0.1625383347272873,0.1625383347272873,0.1625383347272873,1.0,0.8096199035644531,0.8096199035644531,0.0
2023-01-31,66.44,66.69,64.51,64.68,4819134,0.2651243882137351,0.7341673970222473,-0.3351079225540161,2.1209951057098806,8.0,0.8029812797904015,0.9909486174583435,0.1679984490924823
