Date,Open,High,Low,Close,Volume,RSI,MACD,Signal_Line,BB_High,BB_Low,ATR,K_Line
2009-01-02,20.46800987918009,20.76331545353541,19.99551895753739,20.573007583618164,32494900,36.48170267450472,0.0,0.0,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-05,20.16614539729845,20.19239545556613,19.08335552719008,19.19491577148437,44069400,36.48170267450472,-0.10993324997079057,-0.021986649994158114,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-06,19.549277294986474,19.962705556514845,19.365530705600957,19.60833740234375,44216300,36.48170267450472,-0.16183098523580597,-0.049955517042487685,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-07,19.129291755980493,19.2933508640964,18.37462010898165,18.43368148803711,42156500,36.48170267450472,-0.29435212158202617,-0.09883483795039538,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-08,18.30899187565108,18.341804440499757,17.62650679852647,17.862751007080078,52075800,36.48170267450472,-0.44036909444720607,-0.16714168924975753,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-09,18.07930894142719,18.07930894142719,16.937457968969074,17.042455673217773,42597500,36.48170267450472,-0.6151880702542769,-0.25675096545066145,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-12,17.009640450146048,17.16057445885063,16.077785100383508,16.34684181213379,59360000,36.48170267450472,-0.8006343784487981,-0.3655276480502888,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-13,16.54371968663323,17.44932665479114,15.92685834784517,17.29183006286621,73422800,36.48170267450472,-0.8614193534322503,-0.46470598912668115,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-14,16.793079326434732,17.245882516533193,16.248403496945883,17.003074645996094,73907300,36.48170267450472,-0.922260784711689,-0.5562169482436827,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-15,17.416509955351984,17.751189327536903,15.592172805215728,15.972789764404297,136759300,36.48170267450472,-1.0416064461007721,-0.6532948478151006,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-16,16.294349427443308,16.40590966322007,13.472533466038085,14.975314140319824,156843400,36.48170267450472,-1.202811427787271,-0.7631981638095346,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-20,13.780961466075238,13.958145556754468,11.61538230778909,11.87131404876709,142090400,36.48170267450472,-1.563016917291872,-0.9231619145060022,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-21,12.658797225174272,14.988435294569062,12.389739224699834,14.850625038146973,136421400,36.48170267450472,-1.589751202881505,-1.0564797721811028,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-22,14.673438327030434,15.63810485996865,13.918765875985732,15.159052848815918,110240800,36.48170267450472,-1.5679761174880333,-1.158779041242489,20.656583614934302,12.965683917414326,1.4637648726162868,38.73739001552053
2009-01-23,14.384703604656044,16.130292530763505,14.312517191757726,15.933422088623049,74369200,41.11818045545867,-1.4712741469246247,-1.2212780623789161,20.656583614934302,12.965683917414326,1.4890513345012506,50.34432973853017
2009-01-26,16.405913294578085,16.898090693415426,15.579055114330728,16.077795028686523,74278400,41.9686801733237,-1.3672269081371233,-1.2504678315305575,20.656583614934302,12.965683917414326,1.4769073519714968,53.459205878706506
2009-01-27,16.484653239362473,16.51746454738952,15.789041993814294,16.44527816772461,50766500,44.17886167931439,-1.2408125885012886,-1.2485367829247038,20.656583614934302,12.965683917414326,1.4234441520860488,62.90590830784073
2009-01-28,17.843068135956283,18.223685199371698,17.285266943449656,18.151498794555664,91373900,53.108641683881224,-0.9915209480308356,-1.1971336159459303,20.656583614934302,12.965683917414326,1.448798643483266,97.17077456351372
2009-01-29,17.54776860444396,17.836513092984095,16.569976105264644,16.688098907470703,58624200,46.271588024443226,-0.9016460532071342,-1.1380361033981712,20.656583614934302,12.965683917414326,1.4582789324695342,76.7627737848251
2009-01-30,16.93746147246524,17.705258125896382,16.143416013378072,16.740591049194336,74937200,46.53745803784866,-0.8167686735558313,-1.0737826174297032,20.656583614934302,12.965683917414326,1.4656763024730184,77.55710997953094
2009-02-02,16.4059073915661,16.852148272884122,15.97935404971966,16.537155151367188,51532900,45.59576822790166,-0.7571899015923762,-1.010464074262238,20.022921329709746,13.19576095941379,1.4233275825224072,74.47862067350538
2009-02-03,16.42559068738723,16.70120991042451,15.552796689714366,15.782478332519531,66166300,42.18551468388038,-0.7620845711975477,-0.9607881736492999,19.642854281165206,13.234584264061844,1.4036908423929597,63.05849010096558
2009-02-04,15.913728924750496,16.73402423015001,15.57904828994694,15.775919914245604,55330300,42.15600637116052,-0.7577578805089473,-0.9201821150212295,19.09127021135694,13.402926585060296,1.385925492236539,62.959244978858955
2009-02-05,15.579046640308544,16.615899746476085,14.75875142176868,16.104036331176758,79815500,44.25681427620513,-0.7195580767041818,-0.8800573073578201,18.782018827973786,13.479213452757415,1.419584265984458,67.92445953264546
2009-02-06,16.740585394915175,18.24336562254072,16.602775143834858,18.131805419921875,76845200,55.10790044210918,-0.5196700059406787,-0.8079798470743919,18.83491278374721,13.453224938268166,1.4709946249401367,98.31683036421428
2009-02-09,17.488702341513253,18.354934314650603,17.259019317927617,17.902132034301758,54360000,53.82975381563314,-0.3754619014211258,-0.7214762579437387,18.96439635179496,13.409709006328818,1.4442032229246258,92.40926284017675
2009-02-10,17.626511310731438,18.11868864441153,15.946545110566433,16.15654182434082,91948700,45.24124660342617,-0.39744893712011375,-0.6566707937790138,18.953880126098163,13.40119523324632,1.4961989594189453,50.4438904720349
2009-02-11,16.569967655490583,17.46901199585068,16.49778125724862,17.121206283569336,64712000,49.98991204784859,-0.3331926243290688,-0.5919751598890248,18.931948281023566,13.406064700391227,1.4830754745682964,69.48043723408797
