MAE,RMSE,R2,MAPE,Scenario
1.5558320182817547,2.0999137089454285,0.9916105429260443,1.0808671810012256,1. XGB Pure
6.334013982988759,8.142684334878602,0.8738561282890404,4.519064174848628,2. BiLSTM Pure
1.5558320182817547,2.0999137089454285,0.9916105429260443,1.0808671810012256,4. XGB + Sentiment
6.09356202407213,7.911655846570465,0.8809126219584074,4.339838652360402,5. BiLSTM + Sentiment
1.553725163660469,2.094676976881187,0.9916523337468157,1.0792809539505317,6. XGB + mBERT
6.3382207958884145,8.19941377270846,0.8720923367621582,4.509630701860406,7. BiLSTM + mBERT
