MAE,RMSE,R2,MAPE,Scenario,Ticker
1.5558320182817549,2.0999137089454285,0.9916105429260444,1.0808671810012256,1. XGB Pure,BABA
6.334013982988759,8.142684334878602,0.8738561282890404,4.519064174848628,2. BiLSTM Pure,BABA
1.5558320182817549,2.0999137089454285,0.9916105429260444,1.0808671810012256,4. XGB + Sentiment,BABA
6.09356202407213,7.911655846570465,0.8809126219584074,4.339838652360402,5. BiLSTM + Sentiment,BABA
1.553725163660469,2.094676976881187,0.9916523337468156,1.0792809539505317,6. XGB + mBERT,BABA
6.338220795888415,8.19941377270846,0.8720923367621582,4.509630701860406,7. BiLSTM + mBERT,BABA
16.352728794326943,20.6635169049324,-0.2413097272003845,9.862771258470596,8. Decision Tree Pure,BABA
14.999597073716398,19.27889480757069,-0.0805278032808656,9.020825929991036,9. Random Forest Pure,BABA
16.691022150264764,20.93563336104705,-0.2742184437318045,10.088313065825266,10. Decision Tree + mBERT,BABA
14.850794930479823,19.130437760505487,-0.0639506765618325,8.928566832670045,11. Random Forest + mBERT,BABA
3.1768326848190025,4.290161511690524,0.9464919697800124,2.0614831489618126,"12. ARIMA(0, 1, 0)",BABA
