MAE,RMSE,R2,MAPE,Scenario
14.592821983065875,21.649080386680602,0.8949404431981526,2.0656444371015428,1. XGB Pure
23.46445229358614,29.77841703908906,0.8012258642333242,3.5504365664467565,2. BiLSTM Pure
14.592821983065875,21.649080386680602,0.8949404431981526,2.0656444371015428,4. XGB + Sentiment
20.941381715421617,27.353124677647493,0.8322855244990317,3.2479718153400015,5. BiLSTM + Sentiment
14.824437494897646,21.917525256023012,0.8923188488580824,2.0976550775716434,6. XGB + mBERT
20.525464222434643,27.218105154772623,0.8339371704937936,3.198890880708855,7. BiLSTM + mBERT
