Date,Header,Content
2014-07-14,Tập đoàn Exxon Mobil đầu tư 20 tỷ USD vào miền Trung,"TIN MỚI Tập đoàn Exxon Mobil (Mỹ) đang cân nhắc lựa chọn các phương án đưa khí vào bờ và xây nhà máy điện công suất lớn tại hai tỉnh Quảng Nam và Quảng Ngãi với tổng vốn đầu tư khoảng 20 tỷ USD. Ngày 15/7 tới, lãnh đạo các Bộ, ngành Trung ương, Tập đoàn Dầu khí Việt Nam cùng đại diện Tập đoàn Exxon Mobil sẽ về miền Trung khảo sát chuẩn bị triển khai dự án nói trên. Tập đoàn này đang xem xét hai phương án: Đưa khí từ mỏ Cá Voi Xanh vào bờ ở khu vực bàu Cá Cái, gần sát nhà máy lọc dầu Dung Quất và xây nhà máy điện tại Quảng Ngãi. Hoặc đưa khí vào khu vực cảng Tam Hiệp, huyện Núi Thành (Quảng Nam) và xây dựng nhà máy điện tại xã Bình Thạnh, huyện Bình Sơn (gần khu du lịch Thiên Đàng), Khu kinh tế Dung Quất. Exxon Mobil là Tập đoàn dầu khí quốc gia Mỹ có tổng doanh thu lớn nhất thế giới với 404,5 tỷ USD trong năm 2007, trong đó lợi nhuận khoảng 40,6 tỷ USD. Đây là tập đoàn dầu khí lớn thứ hai thế giới sau Rosneft của Nga với sản lượng dầu thô khai thác hàng ngày khoảng 6,5 triệu thùng. Nhiều năm qua, Exxon Mobil có thỏa thuận hợp tác thăm dò dầu khí với Việt Nam trên Biển Đông. Ngoài Exxon Mobil, một đại gia dầu khí của Nga là Gazprom Neft cũng lên kế hoạch mua 49% cổ phần của nhà máy lọc dầu Dung Quất và đầu tư mở rộng nhà máy. Hiện thỏa thuận khung đã được công ty Gazprom Neft (Nga) và Tập đoàn Dầu khí Việt Nam (Petro Vietnam) ký kết. Đây cũng là nội dung về việc hợp tác đầu tư dự án nâng cấp nhà máy lọc dầu Dung Quất. Đầu tháng 7/2014, ông Ngô Thường San, Chủ tịch Hội Dầu khí Việt Nam khẳng định, sự kiện Trung Quốc đưa giàn khoan Hải Dương 981 quấy nhiễu ở Biển Đông không làm các đối tác nước ngoài (Exxon Mobil, Gazprom, Murphy…) đang hợp tác khai thác dầu khí với Việt Nam lo sợ. ""Các đối tác nước ngoài vẫn triển khai bình thường các hợp đồng đã ký với Tập đoàn Dầu khí Việt Nam. Họ quan tâm nhiều về yếu tố kinh tế hơn là sự đe dọa hiện nay của phía Trung Quốc. Là những tập đoàn lớn, tầm cỡ quốc tế, khi ký với Việt Nam họ cũng đã tìm hiểu rất kỹ về luật và quy định quốc tế về biển trong đó có biển Đông. Họ có đội ngũ tư vấn luật rất giỏi và chuyên nghiệp. Việt Nam đang tích cực tạo sự thông thoáng về luật pháp để cùng các công ty nước ngoài triển khai các hợp đồng dầu khí và đẩy mạnh công tác thăm dò và khai thác ở vùng biển đặc quyền kinh tế của Việt Nam"", ông San cho biết. >> Đại gia dầu khí Nga ký hợp đồng 'khủng' với PetroVietnam Theo Minh Thái"
2014-08-11,"Bất chấp căng thẳng, Exxon Mobil khai thác dầu ở Nga","TIN MỚI Bất chấp lệnh cấm vận áp đặt lên các công ty của Nga trong bối cảnh căng thẳng giữa Nga và phương Tây lên cao nhất kể từ thời kỳ Chiến tranh lạnh, “gã khổng lồ” trong ngành dầu khí của Mỹ Exxon Mobil hôm 9/8 đã có mũi khoan đầu tiên ở vùng biển Bắc cực thuộc lãnh thổ của Nga. Rosneft là đối tác của Exxon Mobil trong thương vụ này. Mặc dù các lệnh cấm vận mà Mỹ áp đặt lên Nga vì khủng hoảng ở Ukraine không được thiết kế để làm gián đoạn các dự án hợp tác giữa các công ty Nga và Mỹ, mục tiêu của Mỹ là không cho Rosneft tiếp cận với thị trường vốn quốc tế cũng như các công nghệ hiện đại. “Thành công ngày hôm nay được dẫn dắt bởi hợp tác quốc tế hiệu quả’, Tổng thống Nga Vladimir Putin nói với Igor Sechin (CEO của Rosneft) và Glenn Waller (giám đốc của ExxonMobil ở Nga). Ông Putin bổ sung thêm rằng các doanh nghiệp Nga cũng như nước ngoài nhận thức được rằng bất chấp những khó khăn hiện nay về mặt chính trị, những giá trị thực tế vẫn là điều quan trọng nhất. Exxon đã mang giàn khoan từ Na Uy tới khai thác giếng dầu đầu tiên ở biển Kara trong động thái được nhiều người đánh giá là thể hiện niềm tin vào Rosneft. “Tất nhiên chúng tôi rất hoan nghênh sự hợp tác này và sẵn sàng mở rộng hợp tác”, ông Putin nói. Tổng thống Nga tin rằng dự án hợp tác giữa Rosneft, Exxon Mobil và các công ty khác sẽ làm lợi cho nền kinh tế của cả hai nước và góp phần củng cố thị trường năng lượng toàn cầu. Thiên Bình"
2014-08-23,PetroVietnam hy vọng ký thỏa thuận 10 tỷ USD với Exxon Mobil vào năm sau,"TIN MỚI Bloomberg ngày 22/8 dẫn lời Tổng giám đốc Tập đoàn dầu khí Việt Nam (PetroVietnam - PVN) Đỗ Văn Hậu cho biết có thể đạt được thỏa thuận hợp tác dự án khí – điện trị giá 10 tỷ USD với tập đoàn Exxon Mobil vào năm tới. Trả lời phỏng vấn hôm 19/8, ông Hậu cho biết, giai đoạn đầu của dự án sẽ là đưa khí từ mỏ khí đốt đến một trạm xử lý, sau đó được sử dụng cho nhà máy điện dự kiến 2.500 MW. Đây sẽ là một trong những nhà máy điện lớn nhất Việt Nam và sẽ giúp giảm thiểu tình trạng thiếu điện. ExxonMobil rất quan tâm đến cơ hội đầu tư vào mỏ khí đốt, đường ống dẫn khí và nhà máy xử lý này. PVN sẽ là nhà đầu tư chính vào dự án nhà máy điện với tổng kinh phí đầu tư khoảng 10 tỷ USD, ông Hậu cho biết. Dự án nhà máy điện nói trên nhằm khai thác nguồn khí đốt trữ lượng 6-8 nghìn tỷ m3 ở ngoài khơi miền Trung, ông Hậu cho biết. Theo dữ liệu của BP, trữ lượng này tương đương 2/3 trữ lượng khí đốt của Thái Lan và Myanmar. Trước đó, trong thông cáo hôm 20/8 của ExxonMobil, tập đoàn này cho biết: “ExxonMobil đamg thảo luận với PetroVietnam và các cơ quan nhà nước và doanh nghiệp của Việt Nam để đánh giá tính khả thi của việc khai thác tài nguyên khí đốt”. Hiện ExxonMobil chưa ước tính chi phí khai thác mỏ khí, xây dựng đường ống khí đốt và nhà máy điện , người phát ngôn của tập đoàn này, ông Kim Jordan cho biết. Trong khi các cuộc đàm phán với ExxonMobil nhiều hứa hẹn, thì các công ty dầu khí quốc tế khác lại tỏ ra lưỡng lự. Ông Hậu cho biết, năm ngoái, tập đoàn Chevron của Mỹ đã tìm đối tác để bán lại cổ phần tại mỏ khí đốt ở miền Nam sau nhiều năm đàm phán về giá cả với PVN bất thành. Các đối tác khác nắm cổ phần ở mỏ này có PVN, chi nhánh của tập đoàn Mitsui Nhật Bản, và PTT Exploration & Production của Thái Lan. Ông Hậu cho biết thêm, Chevron đang đàm phán với tập đoàn Rosneft của Nga mấy tháng trở lại đây để bán khối cổ phần khoảng 200 triệu USD. Để tránh lặp lại trường hợp như của Chevron, ông Hậu cho biết: “Chúng tôi nhất trí với Exxon Mobil rằng giá khí đốt sẽ căn cứ trên giá thị trường. Chúng tôi vẫn chưa bắt đầu thiết lập công thức tính giá khí, nhưng quan điểm chính vẫn là theo thị trường”. Đàm phán về giá khí đốt với Exxon Mobil dự kiến sẽ bắt đầu từ tháng tới và có thể đạt được thỏa thuận vào cuối năm nay hoặc năm tới, ông Hậu cho biết >> Công ty Nhật phát hiện mỏ dầu khí mới ngoài khơi Việt Nam"
2014-11-14,Exxon Mobil mất ngôi lớn thứ hai thế giới vì giá dầu giảm,"TIN MỚI “Ông lớn” của ngành dầu mỏ thế giới Exxon Mobil Corp. đã phải nhường ngôi công ty có giá trị vốn hóa lớn thứ hai thế giới cho tập đoàn Microsoft sau khi giá dầu lao dốc khiến giá trị vốn hóa của công ty này sụt giảm 47 tỷ USD. Kết thúc phiên hôm qua (13/11), cổ phiếu Exxon giảm 0,8%, xuống 94,66 USD, khiến giá trị vốn hóa giảm xuống còn 400,8 tỷ USD. Trong khi đó cổ phiếu Microsoft tăng 1,7%, đẩy giá trị vốn hóa lên mức 408,9 tỷ USD. Đà giảm giá của cổ phiếu Exxon là tình trạng chung của các công ty năng lượng trong bối cảnh giá dầu đã giảm 30% vì dư thừa nguồn cung. Cổ phiếu Exxon đã giảm 6,5% kể từ đầu năm đến nay và nhóm năng lượng trong chỉ số S&P 50 cũng đã giảm 4,1%. Lợi nhuận vượt dự báo của Exxon đã không thể bù đắp lại đà giảm của giá dầu. (Xem thêm: Kinh tế thế giới nhìn từ thùng dầu ) Ngược lại, cổ phiếu của các công ty sản xuất máy tính và phần mềm đã tăng 17% kể từ đầu năm tới nay, trở thành nhóm tăng điểm mạnh thứ ba trong chỉ số S&P 500. Riêng cổ phiếu Microsoft đã tăng 33%. Tháng trước hãng cũng công bố doanh thu quý III vượt dự báo nhờ tăng trưởng tốt ở mảng điện toán đám mây và mảng máy tính cá nhân đang dần hồi phục. Apple vẫn giữ vững ngôi vị công ty có giá trị vốn hóa lớn nhất thế giới. Cổ phiếu của hãng đã tăng 41% kể từ đầu năm đến nay nhờ chiến lược mua lại cổ phiếu quỹ và đã có 8 quý liên tiếp công bố lợi nhuận vượt dự báo. Đây không phải là lần đầu tiên Exxon bị vượt mặt bởi một công ty công nghệ. Google cũng đã vươn lên vị trí số hai hồi tháng 2 và tháng 3 khi giá trị vốn hóa tăng lên mức 410 tỷ USD. Tuy nhiên tính đến hết phiên hôm qua, cổ phiếu Google đã giảm tổng cộng 0,8% kể từ đầu năm và giá trị vốn hóa hiện đang ở mức 373 tỷ USD. >>> [Chart] Giá dầu giảm 20 USD ảnh hưởng như thế nào đến kinh tế thế giới? Thanh Thanh"
2015-02-04,Exxon Mobil có thể là bên hưởng lợi nhiều nhất khi giá dầu giảm,"TIN MỚI Nội dung nổi bật: - Exxon Mobil có lợi nhuận 6,5 tỷ USD trong quý IV, giảm 21% so với 1 năm trước nhưng đây là mức lạc quan so với các đối thủ và nhất là khi xét đến sự kiện giá dầu lao dốc mạnh - Giới phân tích dự đoán Exxon có thể thâu tóm BP - công ty đang gặp rắc rối kể từ vụ tràn dầu năm 2010, chưa kể đến những tác động của giá dầu giảm - Đây là thời điểm thích hợp để Exxon nhảy vào mảng dầu đá phiến Đây là thời kỳ hết sức khó khăn đối với các công ty dầu khí. Giá dầu đã giảm 50% kể từ tháng 6 năm ngoái đến nay, lực cầu vẫn khá yếu và thế giới đang dư thừa nguồn cung dầu mỏ, chưa kể đến tình trạng công cuộc thăm dò ngày càng khó khăn và phí ngày càng tăng. Chi phí mà họ bỏ ra hiện đang ở mức lớn hơn so với số tiền thu được trên mỗi thùng dầu. Mới đây ExxonMobil – công ty dầu mỏ lớn nhất nước Mỹ - vừa công bố báo cáo tài chính cho thấy hãng có được lợi nhuận 6,5 tỷ USD trong quý cuối năm 2014. Con số này thấp hơn nhiều so với mức 8,3 tỷ USD của cùng kỳ một năm trước đó, nhưng nếu xét đến các yếu tố ngoại cảnh thì đây là một kết quả không tồi. Trung bình giá dầu thô ở mức 73 USD/thùng trong quý trước, trong khi mức giá của 1 năm trước là 97 USD/thùng. Như vậy lợi nhuận của Exxon chỉ giảm 21% trong khi giá dầu giảm tới 25%. Hiện cổ phiếu của hãng được giao dịch ở quanh mức 88 USD, tương đương với 1 năm trước trong khi giá dầu đã giảm tới 50%. Các đối thủ của Exxon đang gặp phải những khó khăn lớn hơn. Quý IV/2014, lợi nhuận của Chevron giảm tới 30% và ConocoPhillips thì thua lỗ lần đầu tiên kể từ năm 2008. BP cũng có một quý không mấy thuận lợi với những vấn đề chưa giải quyết được từ vụ tràn dầu năm 2010. Thậm chí trên thị trường còn xuất hiện tin đồn BP sẽ bị thâu tóm vào cuối năm nay và một trong những ông lớn đang theo đuổi vụ này là Exxon. Vẫn còn quá sớm để bàn về một vụ sáp nhập giữa BP và Exxon, nhưng không thể phủ nhận sự thực đà rơi của giá dầu sẽ mở ra thời đại các vụ “siêu sáp nhập” nở rộ như giai đoạn cuối những năm 1990 hoặc đầu những năm 2000. Đây cũng là một phần của chu kỳ kinh doanh thông thường: một thập kỷ giá dầu tăng cao đã tạo nên dòng vốn đầu tư khổng lồ chưa từng có tiền lệ, và các công ty dầu khí chạy đua tăng trưởng cũng như chiếm lĩnh thị phần. Giờ đây, khi giá giảm và nhu cầu chững lại, trên thị trường sẽ xuất hiện “cuộc chơi” thanh lọc và thâu tóm đối thủ. Đây cũng là thời điểm để kẻ mạnh càng trở nên mạnh hơn và dường như không có ai thích hợp với vị trí này hơn Exxon. Fadel Gheit, chuyên gia phân tích tại Oppenheimer, dự đoán Exxon sẽ thực hiện một vụ thâu tóm khổng lồ trước khi giá tăng trở lại. Exxon đang “ngồi” trên đống tiền mặt trị giá 5 tỷ USD và có rất nhiều khoảng trống trong danh mục đầu tư của hãng. Exxon có thể cố gắng mở rộng tầm ảnh hưởng ở vùng nước sâu Vịnh Mexico hoặc xây dựng vị thế lớn hơn trên thị trường khí hóa lỏng. Tuy nhiên, dầu đá phiến mới là mảng được chú ý nhiều nhất. Giống như hầu hết các tập đoàn dầu khí lớn khác, Exxon đã bỏ lỡ thời kỳ công nghệ fracking bùng nổ ở Mỹ khi giảm lượng vốn đầu tư từ cuối những năm 1990 để tập trung cho các vùng nước sâu và Bắc Cực. Tuy nhiên, trong bối cảnh giá dầu rơi mạnh, Exxon đang có một cơ hội rất lớn để gia nhập thị trường này. Nhiều công ty dầu đá phiến có quy mô nhỏ và vừa từng dẫn dắt cuộc cách mạng dầu khí đá phiến kể từ những năm 1980 giờ đang thiếu hụt tiền mặt và gánh nhiều khoản nợ. Câu hỏi đặt ra cho Exxon là họ nên mua tài sản hay chỉ cần “nuốt gọn” một công ty khác. Năm 2009, Exxon bỏ 41 tỷ USD mua XTO Energy. Thương vụ này giúp Exxon mở rộng hoạt động trên thị trường khí đá phiến nhưng luôn được đánh giá là một vụ giao dịch tồi tệ vì giá quá cao và có nhiều vấn đề phát sinh sau sáp nhập. Điều này càng khiến việc mua lại BP là một lựa chọn đúng đắn vì BP có dấu ấn khá đậm nét trong ngành khai thác dầu và khí từ đá phiến. Mùa xuân năm ngoái, BP cũng thông báo kế hoạch thành lập một công ty riêng biệt để quản lý hoạt động khai thác dầu khí ở 48 tiểu bang vùng hạ. Exxon có phải là một người mua tiềm năng? Điều đó còn phụ thuộc vào “khẩu vị” của công ty này. >>> Exxon Mobil mất ngôi lớn thứ hai thế giới vì giá dầu giảm Thu Hương"
2015-02-04,ExxonMobil vẫn lãi tỷ USD dù giá dầu giảm,ExxonMobil vẫn lãi tỷ USD dù giá dầu giảm
2015-02-21,"Buffett ""chạy"" khỏi Exxon Mobil","TIN MỚI Nội dung nổi bật: - Buffett thông báo thoái 3,7 tỷ USD khỏi Exxon Mobil sau hơn 2 năm đầu tư - Berkshire có một số thay đổi trong danh mục đầu tư Kể từ tháng 6 tới nay, giá dầu thô đã giảm gần một nửa do sản lượng của Mỹ tăng vọt và Tổ chức các nước xuất khẩu dầu mỏ (OPEC) từ chối cắt giảm sản lượng. Giá giảm cũng ảnh hưởng tiêu cực đến lợi nhuận của các tập đoàn dầu mỏ và buộc các nhà sản xuất lớn phải cắt giảm chi tiêu cũng như sa thải hàng nghìn nhân công. Buffett đã phát triển Berkshire thành công ty lớn thứ tư thế giới thông qua các vụ thâu tóm và sở hữu lượng lớn các cổ phiếu như Coca-Cola Co. hay Washington Post Co. và giá trị các cổ phiếu này đều đã tăng lên gấp nhiều lần. Tuy nhiên, những khoản đầu tư vào các công ty năng lượng đem lại kết quả trái chiều. Một trong những khoản đầu tư thành công nhất là PetroChina Co. Năm 2007, ông thu được lợi nhuận 3,5 tỷ USD sau khi bán số cổ phiếu PetroChina đã mua vào trước đó với giá 500 triệu USD. Sau đó là trải nghiệm khá tồi tệ ở ConocoPhilips và Energy Future Holdings Corp. Theo báo cáo thường niên mới nhất, 41,1 triệu cổ phiếu Exxon có giá trị trung bình 90,86 USD/cổ phiếu trong năm 2013. Buffett đã bán toàn bộ số cổ phiếu này trong quý IV. Cổ phiếu Exxon có mức giá trung bình 93,27 USD trong thời gian này, do đó Berkshire đã có lợi nhuận. Ngoài ra, trong quý trước Buffett cũng thoái một lượng vốn nhỏ khỏi ConocoPhillips, đồng thời tăng thêm tiền đầu tư vào một công ty năng lượng khác của Canada là Suncor Energy Inc. và công ty lọc dầu Phillips 66. Buffett tiếp tục khẳng định sự ủng hộ dành cho IBM – một trong những cổ phiếu lâu năm nhất – khi mua thêm 6,5 triệu cổ. Tổng cộng ông đã đầu tư hơn 12 tỷ USD vào công ty công nghệ này. Berkshire cũng tăng cường đầu tư vào nhà sản xuất thiết bị nông nghiệp Deere & Co. và thoái vốn khỏi hãng phim 21st Century Fox Inc. của Rupert Murdoch. Các nhà đầu tư thường nghiên cứu danh mục của Berkshire để hiểu thêm về chiến lược của Buffett cũng như các dự đoán của ông về tương lai. Động thái mua vào và bán ra của ông cũng ảnh hưởng đến giá cổ phiếu. Thu Hương"
2015-05-24,Kiện vì bị hàng xóm ‘tố’,Kiện vì bị hàng xóm ‘tố’
2017-01-08,"Tin chứng khoán, dữ liệu kinh tế, tài chính - Investing.com","Tin chứng khoán, dữ liệu kinh tế, tài chính - Investing.com"
2017-02-09,Điểm danh 10 tập đoàn niêm yết lớn nhất thế giới,Điểm danh 10 tập đoàn niêm yết lớn nhất thế giới
2017-08-29,'Cá Voi xanh' của Exxon chính thức hoạt động khi khai mạc APEC?,'Cá Voi xanh' của Exxon chính thức hoạt động khi khai mạc APEC?
2017-09-26,"[Mạng xã hội chứng khoán] Mất gần hết số tiền tích cóp, công chức già 65 tuổi về hưu vẫn nói: Cảm ơn chứng khoán","[Mạng xã hội chứng khoán] Mất gần hết số tiền tích cóp, công chức già 65 tuổi về hưu vẫn nói: Cảm ơn chứng khoán"
2017-10-07,"Đâm chết hàng xóm vì… say xỉn, chửi bới trước nhà","Đâm chết hàng xóm vì… say xỉn, chửi bới trước nhà"
2017-11-15,[Câu chuyện kinh doanh] ExxonMobil: ‘Vua’ dầu mỏ khó giữ ngai vàng?,[Câu chuyện kinh doanh] ExxonMobil: ‘Vua’ dầu mỏ khó giữ ngai vàng?
2017-12-21,"Tập đoàn Exxon Mobil quan tâm đến việc hợp tác, đầu tư tại Việt Nam","Tập đoàn Exxon Mobil quan tâm đến việc hợp tác, đầu tư tại Việt Nam"
2018-03-28,Trung Quốc “bắt nạt” các công ty dầu khí trên Biển Đông như thế nào?,Trung Quốc “bắt nạt” các công ty dầu khí trên Biển Đông như thế nào?
2018-12-14,Exxon Mobil đến làm việc với Lọc dầu Bình Sơn trước thềm triển khai hợp đồng FEED dự án Cá Voi Xanh,"BSR: Giá hiện tại Thay đổi Xem hồ sơ doanh nghiệp TIN MỚI Ngày 11/12, Tập đoàn Exxon Mobil đã đến thăm và làm việc với Công ty cổ phần Lọc hóa dầu Bình Sơn (BSR). Tại buổi làm việc, ông Lê Xuân Huyên - Chủ tịch HĐQT BSR đã phát biểu chào mừng Tập đoàn Exxon Mobil đến thăm và làm việc tại BSR . ""Chúng tôi mong muốn đây là cơ hội tốt để BSR và Exxon Mobil trao đổi, chia sẻ, và hợp tác với nhau trong nhiều lĩnh vực"" - Chủ tịch HĐQT BSR Lê Xuân Huyên nhấn mạnh. Hiện nay, Exxon Mobil đang chuẩn bị triển khai hợp đồng FEED (tư vấn lập thiết kế tổng thể) trong Dự án khí Cá Voi Xanh. Chính vì vậy, tại buổi làm việc với BSR, Tập đoàn Exxon Mobil đã tìm hiểu quy trình quản lý điều hành của BSR. Cụ thể ở các nội dung: kinh nghiệm tuyển dụng nhân sự, sắp xếp chỗ ở cho CBCNV; cơ sở y tế phục vụ tại chỗ cho CBCNV; công tác PCCC, thiết kế và vận hành cảng dầu khí; công tác bảo vệ môi trường trong giai đoạn xây dựng và vận hành nhà máy; công tác hậu cần, quan hệ với chính quyền địa phương… Được biết, mỏ khí Cá voi xanh với trữ lượng khoảng 15,7 TCF (445 tỷ m3) là mỏ khí có trữ lượng vào loại lớn nhất Việt Nam hiện nay, dự kiến đưa vào khai thác từ năm 2023 với sản lượng trung bình giai đoạn đầu khoảng 7,2 tỷ m3/năm và tăng lên 8,8 tỷ m3/năm sau khi mở rộng mỏ, trong đó phần dành cho hóa dầu là 1,6 - 1,7 tỷ m3/năm. Công nghệ lọc dầu hiện đại hiện nay có thể sử dụng khí Cá voi xanh thay thế nguyên liệu LPG/Naphtha tại NMLD Dung Quất cho sản xuất Hydro phục vụ cho NMLD sau NCMR và làm khí nhiên liệu cho NMLD để giảm chi phí giá thành. Hơn nữa, tận dụng thành phần carbon trong CO2 (vốn có nhiệt trị cháy bằng 0) trong khí Cá voi xanh sẽ rất thích hợp cho phản ứng tổng hợp Methanol. Tiếp theo, Methanol sẽ được chuyển hóa thành Olefins (Ethylene/Propylene) qua công nghệ MTO/MTP và từ đó sản xuất các sản phẩm hóa dầu tiềm năng (như PP, PE). Lợi nhuận hóa dầu ổn định ở mức cao hơn lợi nhuận lọc dầu, do đó để kéo dài chuỗi giá trị gia tăng, giảm rủi ro và tăng lợi nhuận, xu hướng tích hợp tối đa với hóa dầu từ các sản phẩm lọc dầu cũng như tận dụng tối đa các nguồn nguyên liệu sẵn có là cần thiết. Việc kết hợp và tích hợp khí Cá voi xanh vào NMLD Dung Quất sẽ tạo thành trung tâm lọc hóa dầu lớn ở khu vực miền trung. BSR và Tập đoàn Exxon Mobil sẽ hợp tác chặt chẽ để thực hiện Dự án khí Cá Voi Xanh NMLD Dung Quất được xây dựng trên địa bàn Khu kinh tế Dung Quất thuộc hai xã Bình Trị, Bình Thuận thuộc huyện Bình Sơn, tỉnh Quảng Ngãi, với tổng diện tích trên 800 ha, trong đó 338 ha là mặt đất, còn lại là mặt biển. Công suất chế biến của nhà máy là 6,5 triệu tấn dầu thô/năm. NMLD Dung Quất có 15 phân xưởng công nghệ chính và các hạng mục ngoại vi. Các sản phẩm chính của nhà máy gồm: Khí hóa lỏng LPG, propylen, xăng Mogas A92/A95, xăng E5 RON 92, dầu diesel ô tô (DO), dầu đốt lò (FO), dầu hỏa (KO), nhiên liệu bay Jet A1, hạt nhựa polypropylene và sản phẩm lưu huỳnh (sản phẩm phụ)."
2019-04-02,"Công ty giàu có bậc nhất hành tinh: Thu nhập năm 2018 bằng cả Apple, Google và Exxon Mobil gộp lại","TIN MỚI Không có bất kỳ một công ty nào trên thế giới tạo ra được mức lợi nhuận ""khủng"" như gã khổng lồ ngành dầu mỏ - Saudi Aramco của Ả Rập Xê Út. Công ty này ghi nhận khoản thu nhập ròng năm 2018 là 111,1 tỷ USD, không khó để ""vượt mặt"" những ""ông lớn"" ở Thung lũng Silicon như Apple hay tập đoàn dầu khí Exxon Mobil. Tuy nhiên, theo bảng kê khai được công bố trước khi công ty này phát hành trái phiếu trên thị trường quốc tế, Aramco - sản xuất khoảng 10% số lượng dầu thô trên thế giới, không tạo ra nhiều tiền mặt trên mỗi thùng như các công ty dầu khí lớn khác do áp lực về thuế. Trong tuần này, Aramco sẽ tổ chức roadshow phát hành trái phiếu. Việc này đã khiến công ty phải tiết lộ bí mật đã được giấu kín kể từ khi quốc hữu hoá vào cuối những năm 1970. Ngoài ra, động thái này còn thể hiện mối quan hệ khăng khít với vương quốc và tài sản quan trọng nhất của họ. Cả Fitch Ratings và Moody's đều xếp hạng Aramco ở vị trí thứ 5, tương đương với khoản nợ được chính phủ Ả Rập Xê Út bảo lãnh, nhưng thấp hơn Exxon, Shell và Chevron. Lợi nhuận ""khủng"" của Aramco bằng Apple, Google và Exxon cộng lại. Hiện tại, Aramco đang chuẩn bị huy động vốn nhằm hỗ trợ cho thương vụ mua lại phần lớn cổ phần của tập đoàn hoá dầu Sabic, trị giá khoảng 69 tỷ USD. Thương vụ này là ""kế hoạch B"" để tạo ra tiền cho chương trình nghị sự kinh tế của Ả Rập Xê Út, sau khi đợt IPO của Aramco bị trì hoãn. Trên thực thế, Thái tử Mohammed bin Salman đang sử dụng bảng cân đối kế toán của công ty để ""rót"" tiền cho tham vọng của mình. Bản báo cáo bạch phát hành trái phiếu dài 470 trang, được nộp cho Sở Giao dịch Chứng khoán London, không chỉ cho thấy đây là công ty giàu nhất hành tinh mà còn tiết lộ mức độ phụ thuộc của Aramco vào mức giá cao của dầu và khí đốt tự nhiên như thế nào. Năm 2016, khi giá dầu Brent giảm mạnh xuống trung bình 45 USD/thùng và OPEC cắt giảm sản lượng, công ty này đã phải chật vật để hoà vốn. Thu nhập ròng của năm đó chỉ là 13 tỷ USD và dòng tiền tự do là 2 tỷ USD. Lợi nhuận lớn là thế nhưng công ty này lại phải ""đổ"" rất nhiều tiền cho vương quốc. Dòng tiền của Aramco đối mặt với áp lực rất lớn bởi sự phụ thuộc của vương quốc này đối với họ. Họ là công ty rót tiền cho những khoản chi tiêu xã hội và quân sự của Ả Rập Xê Út, cũng như lối sống xa hoa của hàng trăm hoàng tử. Aramco trả 50% lợi nhuận của họ cho thuế thu nhập, từ 20% doanh thu tới 50% giá dầu cho thuế tài nguyên Aramco báo cáo, dòng tiền từ hoạt động kinh doanh là 121 tỷ USD, 35,1 tỷ USD chi phí tài sản cố định và đã trả 58,2 tỷ USD cổ tức cho chính phủ vào năm 2018, theo Moody's. Trong một bài phát biểu với các trái chủ tương lai, công ty cho biết năm ngoái họ đã trả 52 tỷ USD cổ tức tiền mặt. Fitch cho biết xếp hạng A+ của họ dành cho Aramco, phản ánh ""mối liên hệ mạnh mẽ"" giữa công ty với vương quốc, cùng sự ảnh hưởng từ chính phủ Ả Rập Xê Út đến Aramco thông qua điều tiết sản lượng, thuế và cổ tức. Thứ hạng A+ của Aramco thấp hơn 1 bậc so với AA- của Shell và Total. Xếp hạng của Moody's cho Aramco xếp sau hạng Aaa của Exxon. Theo Bloomberg, Aramco sẽ tổ chức các cuộc họp với nhà đầu tư trong những ngày tới tại London, New York, Boston, Singapore, Hồng Kông, Tokyo, Los Angeles và Chicago. JPMorgan, Morgan Stanley sẽ là các ngân hàng bảo lãnh phát hành trái phiếu cho công ty này. Hành trình đưa một nhà máy hấp hối trở thành biểu tượng của thế lực công nghệ Trung Quốc"
2019-08-27,‘Mỹ không muốn ExxonMobil bị Trung Quốc hăm dọa’ sau vụ Bãi Tư Chính,‘Mỹ không muốn ExxonMobil bị Trung Quốc hăm dọa’ sau vụ Bãi Tư Chính
2019-09-10,"Biển Đông : Trung Quốc quấy nhiễu, Mỹ rút khỏi dự án Cá Voi Xanh ?","Biển Đông : Trung Quốc quấy nhiễu, Mỹ rút khỏi dự án Cá Voi Xanh ?"
2019-09-11,Thực hư ExxonMobil ‘bỏ cuộc’ ở Việt Nam vì ‘áp lực’ từ Trung Quốc,Thực hư ExxonMobil ‘bỏ cuộc’ ở Việt Nam vì ‘áp lực’ từ Trung Quốc
2019-09-12,Cá Voi Xanh: 'ExxonMobil muốn gây sức ép lên chính phủ Việt Nam',Cá Voi Xanh: 'ExxonMobil muốn gây sức ép lên chính phủ Việt Nam'
2020-05-27,Vụ đổ rác thải điện tử ở Vĩnh Phúc: Cả xóm luôn chìm trong mùi khét lẹt,Vụ đổ rác thải điện tử ở Vĩnh Phúc: Cả xóm luôn chìm trong mùi khét lẹt
