Date,Header,Content
2020-08-26,Exxon Mobil rời Dow Jones: Sự sụp đổ của ngành dầu khí?,"TIN MỚI Kể từ ngày thứ hai tuần sau (31/8), chỉ số công nghiệp Dow Jones sẽ trải qua 1 sự thay đổi lớn: Salesforce, Amgen và Honeywell sẽ gia nhập chỉ số gồm 30 cổ phiếu, lần lượt thay thế cho Exxon Mobil, Pfizer và Raytheon Technologies. Giới phân tích nhận định sự ra đi của Exxon Mobil chính là dấu hiệu mới nhất cho thấy tầm ảnh hưởng của ngành dầu khí ở nước Mỹ đang ngày càng bị thu hẹp như thế nào. Giờ đây trong chỉ số Dow Jones sẽ chỉ còn lại duy nhất 1 cổ phiếu năng lượng là Chevron, và cổ phiếu này cũng chỉ chiếm tỷ trọng 2,1%. Tỷ trọng của các cổ phiếu trong chỉ số Dow Jones được tính toán dựa trên giá cổ phiếu chứ không phải giá trị vốn hóa. Trong chỉ số rộng hơn là S&P 500, ngành năng lượng cũng không khá hơn với tỷ trọng đã giảm xuống dưới 2,5% và trở thành ngành có tầm ảnh hưởng yếu nhất trong tất cả 11 nhóm ngành. Ở thời hoàng kim năm 2011, con số từng lên tới 12%. Mặc dù chủ yếu mang tính biểu tượng (vì Dow Jones hẹp hơn nhiều so với S&P 500), việc Exxon rời chỉ số Dow có ý nghĩa lịch sử khá quan trọng. Exxon chính là công ty lâu đời nhất trong chỉ số này, đã gia nhập từ năm 1928, khi vẫn dùng tên gọi cũ là Standard Oil. Và cách đây không lâu, năm 2013 Exxon vẫn là công ty có giá trị vốn hóa lớn nhất nước Mỹ. Tuy nhiên mức vốn hóa hơn 415 tỷ USD đã giảm xuống dưới 180 tỷ USD và Exxon bị hàng loạt công ty công nghệ như Apple, Amazon và Microsoft vượt mặt. ""Exxon – công ty từng là gã khổng lồ trên thị trường Mỹ - giờ bị loại ra khỏi chỉ số Dow. Điều đó cho thấy mọi thứ có thể thay đổi nhanh như thế nào và ngành năng lượng đã tuột dốc như thế nào"", Matt Hanna, chuyên gia đến từ Summit Global Investments nói. Thông thường thì nhà đầu tư sẽ tìm kiếm những cơ hội ""săn hàng giảm giá"" trong 1 ngành đang đi xuống như vậy, nhưng hiện nay nhiều nhà đầu tư vẫn tỏ ra hoài nghi về triển vọng phục hồi của ngành năng lượng. Họ e ngại về triển vọng tăng trưởng của kinh tế toàn cầu và mức lợi nhuận không đồng đều của ngành này. Năng lượng là ngành diễn biến tệ nhất trong chỉ số S&P 500 kể từ đầu năm đến nay, giảm tới 40% dù toàn chỉ số tăng 6,6%. Năm 2018 và 2019 cũng đã diễn ra tình trạng tương tự. Vận mệnh của ngành này gắn chặt với giá dầu, trong khi giá dầu đã lao dốc không phanh khi đại dịch Covid-19 khiến nhu cầu về năng lượng sụt giảm mạnh trong bối cảnh thế giới đang thừa dầu. Kể từ đầu năm đến nay giá dầu thô đã giảm gần 30%, hiện đang được giao dịch ở mức trên 40 USD/thùng. Cùng kỳ, cổ phiếu giảm 41%, Chevron giảm 29%. Cổ phiếu của các công ty cung cấp dịch vụ dầu khí và các công ty khoan dầu đá phiến còn giảm mạnh hơn. Tháng trước, lần đầu tiên trong hơn 20 năm trở lại đây Exxon công bố lỗ 2 quý liên tiếp. Trên toàn ngành dầu khí, các công ty đồng loạt cắt giảm hàng chục tỷ USD từ ngân sách và sa thải hàng nghìn nhân viên. Kể cả trước khi đại dịch ập đến thì các công ty dầu khí cũng đã khó có thể thu hút nhà đầu tư vì những lo ngại về các luật lệ chống biến đổi khí hậu cũng như sự nổi lên của năng lượng tái tạo. Exxon cố gắng giữ chân nhà đầu tư bằng cách chi trả cổ tức hậu hĩnh, nhưng nếu nhu cầu tiêu thụ năng lượng không được cải thiện thì rõ ràng điều đó cũng chẳng thể kéo dài. Tham khảo Wall Street Journal 20 năm cuộc đua giá trị Apple - Exxon Mobil"
2020-08-27,“Cái chết” của ExxonMobil!,“Cái chết” của ExxonMobil!
2020-08-27,Gã khổng lồ dầu khí Exxon Mobil giờ ra sao?,Gã khổng lồ dầu khí Exxon Mobil giờ ra sao?
2020-08-29,Exxon Mobil - Sự sụp đổ của ngành dầu khí?,Exxon Mobil - Sự sụp đổ của ngành dầu khí?
2020-09-15,"Chuyện gì đã xảy ra với Exxon Mobil, công ty từng đắt giá nhất nước Mỹ","Chuyện gì đã xảy ra với Exxon Mobil, công ty từng đắt giá nhất nước Mỹ"
2020-10-06,Tập đoàn dầu khí ExxonMobil cắt giảm 1.600 việc làm ở châu Âu,Tập đoàn dầu khí ExxonMobil cắt giảm 1.600 việc làm ở châu Âu
2020-11-16,"Sàn giao dịch tiền điện tử đáng tin cậy nhất thế giới | Mua, giao dịch và đầu tư vào tài sản tiền điện tử","Sàn giao dịch tiền điện tử đáng tin cậy nhất thế giới | Mua, giao dịch và đầu tư vào tài sản tiền điện tử"
2020-12-16,"Từng là đại gia dầu mỏ quyền lực, ExxonMobil giờ đây chìm sâu trong khủng hoảng và sự phẫn nộ của cổ đông","Từng là đại gia dầu mỏ quyền lực, ExxonMobil giờ đây chìm sâu trong khủng hoảng và sự phẫn nộ của cổ đông"
2020-12-18,"""Khủng hoảng"" ập đến với gã khổng lồ dầu mỏ Mỹ ExxonMobil","""Khủng hoảng"" ập đến với gã khổng lồ dầu mỏ Mỹ ExxonMobil"
2021-01-26,Thị trường chứng khoán hôm nay 26/1/2021: VN-Index giảm sâu,Thị trường chứng khoán hôm nay 26/1/2021: VN-Index giảm sâu
2021-02-02,ExxonMobil và Chevron trong “cuộc sáp nhập sinh tồn”!,ExxonMobil và Chevron trong “cuộc sáp nhập sinh tồn”!
2021-02-10,"Bệnh nhân xóm chạy thận: ""Đối với chúng tôi, Tết cũng như ngày thường""","Bệnh nhân xóm chạy thận: ""Đối với chúng tôi, Tết cũng như ngày thường"""
2021-02-15,2 gã khổng lồ dầu khí Chevron và ExxonMobil tính chuyện sáp nhập: Tìm lại vị thế 100 năm trước của tỷ phú Rockefeller với Standard Oil?,2 gã khổng lồ dầu khí Chevron và ExxonMobil tính chuyện sáp nhập: Tìm lại vị thế 100 năm trước của tỷ phú Rockefeller với Standard Oil?
2021-04-21,Giá Tiền Điện Tử - Tin tức và Biểu đồ kỹ thuật,Giá Tiền Điện Tử - Tin tức và Biểu đồ kỹ thuật
2021-05-27,“Kiêu binh nổi loạn” ở ExxonMobil!,“Kiêu binh nổi loạn” ở ExxonMobil!
2021-06-11,"Nền kinh tế FOMO: Ai cũng kiếm bộn tiền chỉ sau 1 đêm, chỉ riêng bạn thì không?","Nền kinh tế FOMO: Ai cũng kiếm bộn tiền chỉ sau 1 đêm, chỉ riêng bạn thì không?"
2021-06-13,Xóm làm bánh ú lá tre giữa lòng Sài Gòn tất bật trước ngày Tết Đoan Ngọ,Xóm làm bánh ú lá tre giữa lòng Sài Gòn tất bật trước ngày Tết Đoan Ngọ
2021-06-13,Cuộc 'đảo chính' ngoạn mục ở ExxonMobil,Cuộc 'đảo chính' ngoạn mục ở ExxonMobil
2021-09-29,Việt Nam chào đón các công ty dầu khí Mỹ có nhằm để chống lại Trung Quốc ở Biển Đông?,Việt Nam chào đón các công ty dầu khí Mỹ có nhằm để chống lại Trung Quốc ở Biển Đông?
2021-10-26,"Elon Musk ""đút túi"" hơn 36 tỷ USD chỉ sau 1 đêm, tài sản gần chạm mốc 290 tỷ USD","Elon Musk ""đút túi"" hơn 36 tỷ USD chỉ sau 1 đêm, tài sản gần chạm mốc 290 tỷ USD"
2021-11-01,"Hai tập đoàn dầu mỏ lớn nhất Mỹ ""ngư ông đắc lợi"" nhờ giá dầu bùng nổ","Hai tập đoàn dầu mỏ lớn nhất Mỹ ""ngư ông đắc lợi"" nhờ giá dầu bùng nổ"
2021-11-04,Biển Đông: ExxonMobil rút khỏi dự án Cá Voi Xanh 'sẽ không chỉ có tác động kinh tế',Biển Đông: ExxonMobil rút khỏi dự án Cá Voi Xanh 'sẽ không chỉ có tác động kinh tế'
2021-11-23,“Cơn điên” đầu cơ chứng khoán và nỗi sợ “bóng ma” 2008 quay lại,“Cơn điên” đầu cơ chứng khoán và nỗi sợ “bóng ma” 2008 quay lại
2021-11-26,Top 5 trang tin tức thị trường chứng khoán thế giới đáng tin cậy,Top 5 trang tin tức thị trường chứng khoán thế giới đáng tin cậy
2021-12-22,"Sau Mai Phương Thúy, thêm một Hoa hậu lên show kiếm tiền nói về chứng khoán: ""Em chỉ là người muốn kiếm tiền, đầu tư hay đầu cơ cũng được""","Sau Mai Phương Thúy, thêm một Hoa hậu lên show kiếm tiền nói về chứng khoán: ""Em chỉ là người muốn kiếm tiền, đầu tư hay đầu cơ cũng được"""
2022-01-18,"BẮT CỌP, nói bắt đáy …","BẮT CỌP, nói bắt đáy …"
2022-02-02,Lợi nhuận ExxonMobil quý IV vượt dự báo do giá dầu khí tăng cao,Lợi nhuận ExxonMobil quý IV vượt dự báo do giá dầu khí tăng cao
2022-04-12,5 Fanpage chứng khoán mọi nhà đầu tư nhất định phải theo dõi,5 Fanpage chứng khoán mọi nhà đầu tư nhất định phải theo dõi
2022-04-20,Những cảnh đời không giống ai ở “xóm trọ ung thư”,Những cảnh đời không giống ai ở “xóm trọ ung thư”
2022-04-23,"Xây dựng xóm bình yên, không có người vi phạm pháp luật và tệ nạn xã hội","Xây dựng xóm bình yên, không có người vi phạm pháp luật và tệ nạn xã hội"
2022-05-17,PVN và ExxonMobil bàn kế hoạch thúc đẩy dự án mỏ khí Cá Voi Xanh,PVN và ExxonMobil bàn kế hoạch thúc đẩy dự án mỏ khí Cá Voi Xanh
2022-05-23,Giải mã câu chuyện kinh doanh của ‘người hàng xóm quốc dân’ F88,Giải mã câu chuyện kinh doanh của ‘người hàng xóm quốc dân’ F88
2022-07-22,"Chăm chỉ nghiên cứu chứng khoán trên TV, cụ bà 104 tuổi người Trung Quốc kiếm bộn tiền nhờ cách đầu tư 'ăn chắc mặc bền'","Chăm chỉ nghiên cứu chứng khoán trên TV, cụ bà 104 tuổi người Trung Quốc kiếm bộn tiền nhờ cách đầu tư 'ăn chắc mặc bền'"
2022-08-15,Chứng khoán hôm nay nên đầu tư cổ phiếu nào?,Chứng khoán hôm nay nên đầu tư cổ phiếu nào?
2022-10-06,"Bạn chưa phải “dân chơi chứng khoán"" thực thụ nếu chưa theo dõi 5 fanpage này","Bạn chưa phải “dân chơi chứng khoán"" thực thụ nếu chưa theo dõi 5 fanpage này"
2022-10-18,Công ty năng lượng 140 năm tuổi ExxonMobil đứng trước thay đổi lớn,Công ty năng lượng 140 năm tuổi ExxonMobil đứng trước thay đổi lớn
2022-10-19,Công ty năng lượng 140 năm tuổi ExxonMobil đứng trước thay đổi lớn,Công ty năng lượng 140 năm tuổi ExxonMobil đứng trước thay đổi lớn
2022-10-19,Tập đoàn Exxon Mobil của Mỹ ‘trắng tay’ rời Nga,"TIN MỚI Exxon Mobil đã cam kết dành thời gian và chuyển giao an toàn cho nhà điều hành mới để tránh sự cố tràn dầu, sự cố môi trường hoặc mất điện tại các thành phố liên quan. Các điều khoản của Nga đã ngăn Exxon Mobil chuyển giao hoạt động hoặc đàm phán bán cho các đối tác Ấn Độ hoặc Nhật Bản, cho thấy Nga muốn giữ nguồn cung cấp ở Sakhalin-1. Tập đoàn Dầu và Khí đốt Tự nhiên của Ấn Độ muốn lấy cổ phần trong thực thể mới của Nga khi họ tìm cách giữ lại 20% cổ phần trong tài sản dự án Sakhalin-1. Bộ trưởng Công nghiệp Yasutoshi Nishimura cho biết Nhật Bản sẽ quyết định phải làm gì đối với dự án dầu khí Sakhalin-1 ở Viễn Đông của Nga sau khi tham vấn các đối tác trong quá trình rà soát chi tiết sắc lệnh của Nga. Theo sắc lệnh ngày 7/10 của Tổng thống Putin, các đối tác nước ngoài của Sakhalin-1 sẽ có một tháng sau khi công ty mới của Nga được thành lập để yêu cầu chính phủ Nga chia cổ phần trong thực thể chức mới. Equinor tháng trước đã đồng ý bán tài sản trị giá 1 tỷ USD của mình tại Nga với giá 1 euro. Thỏa thuận này giúp Equinor của Na Uy từ bỏ các khoản nợ và cam kết đầu tư trong tương lai. Trước đó, Danone cũng đã bán tài sản của mình nhưng vẫn giữ cổ phần thiểu số. Vượt Exxon Mobil, PetroChina vươn lên thành tập đoàn năng lượng số 1 thế giới"
2022-10-22,"Đọ cửa trúng Xổ số và ""trúng Chứng khoán"" dưới lăng kính xác suất thống kê","Đọ cửa trúng Xổ số và ""trúng Chứng khoán"" dưới lăng kính xác suất thống kê"
2022-11-24,Dầu Mobil Delvac được nhiều xe tải lựa chọn,Dầu Mobil Delvac được nhiều xe tải lựa chọn
2022-11-29,Hàng trăm hộ dân Hòa Bình khốn đốn vì thiếu nước sạch,Hàng trăm hộ dân Hòa Bình khốn đốn vì thiếu nước sạch
2022-12-21,"Nhà đầu tư rời bỏ xe điện và tìm đến xăng dầu, vốn hóa Tesla tụt xuống dưới ExxonMobil","Nhà đầu tư rời bỏ xe điện và tìm đến xăng dầu, vốn hóa Tesla tụt xuống dưới ExxonMobil"
2023-02-01,Exxon Mobil đạt lợi nhuận kỷ lục ngành năng lượng phương Tây năm 2022,Exxon Mobil đạt lợi nhuận kỷ lục ngành năng lượng phương Tây năm 2022
2023-02-01,“Đại gia” dầu lửa Mỹ ExxonMobil lãi lớn chưa từng thấy,“Đại gia” dầu lửa Mỹ ExxonMobil lãi lớn chưa từng thấy
2023-02-19,"4 triết lý đầu tư của 'thần đồng chứng khoán' phố Wall: Chọn cổ phiếu giống như chăn cừu, lợi nhuận lớn, thua lỗ nhỏ nhờ﻿﻿ ‘tiến 3 lùi 1’","4 triết lý đầu tư của 'thần đồng chứng khoán' phố Wall: Chọn cổ phiếu giống như chăn cừu, lợi nhuận lớn, thua lỗ nhỏ nhờ﻿﻿ ‘tiến 3 lùi 1’"
2023-03-11,Khởi tố thầy giáo và gã hàng xóm hiếp dâm nữ sinh lớp 7,Khởi tố thầy giáo và gã hàng xóm hiếp dâm nữ sinh lớp 7
2023-03-16,Mất trộm iPhone 13 Pro Max vì bị dàn cảnh hàng xóm mới đến chơi,Mất trộm iPhone 13 Pro Max vì bị dàn cảnh hàng xóm mới đến chơi
2023-03-21,Petro dollar & quyết định lãi suất từ fed,Petro dollar & quyết định lãi suất từ fed
2023-05-24,"Bán điện trực tiếp cho nhà hàng xóm, tại sao không?","Bán điện trực tiếp cho nhà hàng xóm, tại sao không?"
2023-07-12,"Dòng vốn FDI không ngừng đổ vào Việt Nam, vì sao tiền ngoại trên sàn chứng khoán vẫn “phập phù”?","Dòng vốn FDI không ngừng đổ vào Việt Nam, vì sao tiền ngoại trên sàn chứng khoán vẫn “phập phù”?"
2023-07-20,Người dân xóm nhà chồ Phan Thiết kì vọng về chỗ ở tái định cư sạch đẹp,Người dân xóm nhà chồ Phan Thiết kì vọng về chỗ ở tái định cư sạch đẹp
2023-07-28,Nuôi ruồi lính đen trong thành phố: Từ bị báo phường đến thành nơi tiêu thụ rác cho hàng xóm,Nuôi ruồi lính đen trong thành phố: Từ bị báo phường đến thành nơi tiêu thụ rác cho hàng xóm
2023-07-29,Thúc tiến độ đưa khí vào bờ từ mỏ Cá Voi Xanh,Thúc tiến độ đưa khí vào bờ từ mỏ Cá Voi Xanh
2023-08-04,Ì ạch cơ chế 'bán điện cho hàng xóm',Ì ạch cơ chế 'bán điện cho hàng xóm'
2023-09-05,Xóm lưới Tân Long vào vụ nhộn nhịp nhất trong năm,Xóm lưới Tân Long vào vụ nhộn nhịp nhất trong năm
2023-10-07,Exxon Mobil chi 60 tỷ USD để hợp nhất với công ty đối thủ,Exxon Mobil chi 60 tỷ USD để hợp nhất với công ty đối thủ
2023-10-12,ExxonMobil thâu tóm ‘ông lớn’ dầu khí đá phiến Pioneer,ExxonMobil thâu tóm ‘ông lớn’ dầu khí đá phiến Pioneer
2023-10-12,ExxonMobil 'chi bạo' 60 tỷ USD mua lại nhà sản xuất dầu đá phiến Pioneer,ExxonMobil 'chi bạo' 60 tỷ USD mua lại nhà sản xuất dầu đá phiến Pioneer
2023-10-16,"106 tuổi tôi vẫn chơi chứng khoán: Nghỉ hưu thảnh thơi ngồi nhà kiếm 340 triệu đồng, hạnh phúc tuổi già nhờ lệnh mua bán","106 tuổi tôi vẫn chơi chứng khoán: Nghỉ hưu thảnh thơi ngồi nhà kiếm 340 triệu đồng, hạnh phúc tuổi già nhờ lệnh mua bán"
2023-10-18,"Cụ bà hơn 100 tuổi vẫn ""chơi” chứng khoán, ngồi nhà khớp lệnh kiếm cả trăm triệu","Cụ bà hơn 100 tuổi vẫn ""chơi” chứng khoán, ngồi nhà khớp lệnh kiếm cả trăm triệu"
2023-10-30,Thời kỳ của những mỏ dầu dễ khai thác đã qua,Thời kỳ của những mỏ dầu dễ khai thác đã qua
2024-05-07,Thanh niên 4 lần đột nhập nhà hàng xóm trộm gần 14 lượng vàng,Thanh niên 4 lần đột nhập nhà hàng xóm trộm gần 14 lượng vàng
2024-05-19,"Vượt qua bia Hải Xồm, Thu Hằng, Vuvuzela, một chuỗi quán nhậu bất ngờ 'bùng nổ' mở loạt chi nhánh tại những địa điểm hút mắt","Vượt qua bia Hải Xồm, Thu Hằng, Vuvuzela, một chuỗi quán nhậu bất ngờ 'bùng nổ' mở loạt chi nhánh tại những địa điểm hút mắt"
2024-06-19,"Vượt mặt Microsoft, Nvidia trở thành công ty có giá trị vốn hóa cao nhất thế giới","Vượt mặt Microsoft, Nvidia trở thành công ty có giá trị vốn hóa cao nhất thế giới"
2024-08-13,Mỏ khí Cá Voi Xanh và chuỗi dự án khí - điện 10 tỷ USD tại Quảng Nam - Quảng Ngãi tiếp tục trì trệ khi Exxon Mobil không còn 'mặn mà',"TIN MỚI Theo thông tin từ Báo Đấu Thầu, Bộ Công Thương đã gửi văn bản UBND tỉnh Quảng Nam về tiến độ triển khai Dự án Phát triển mỏ khí Cá Voi Xanh. Theo đó, ngày 2/7/2024, ExxonMobil (nhà điều hành Dự án) có báo cáo về tình hình triển khai Dự án với tiến độ không có nhiều thay đổi. Các khó khăn, vướng mắc của Dự án là thủ tục cho thuê đất để triển khai Dự án; nâng cấp cảng Kỳ Hà để phục vụ sản xuất Condensate; tuyến ống đi qua Cảng hàng không quốc tế Chu Lai vẫn chưa được giải quyết dứt điểm. Đáng chú ý, theo Bộ Công Thương, vướng mắc chính của Dự án là Tập đoàn Exxon Mobil không ưu tiên triển khai Dự án trong giai đoạn hiện nay do chịu tác động của xu thế chuyển dịch năng lượng đang diễn ra trên toàn cầu. Mỏ khí Cá Voi Xanh nằm cách bờ biển miền Trung khoảng 100 km về phía đông, do Tập đoàn ExxonMobil của Hoa Kỳ làm nhà điều hành. Cá Voi Xanh được cho là mỏ lớn nhất Việt Nam vào thời điểm hiện tại. Chuỗi dự án khí - điện Cá Voi Xanh có tổng mức đầu tư gần 10 tỷ USD bao gồm các dự án thành phần: + Thượng nguồn, trung nguồn: dự án phát triển mỏ CVX (bao gồm hệ thống khai thác khí ngoài khơi, đường ống vận chuyển khí về bờ và nhà máy xử lý khí trên bờ) thuộc PSC Lô 117-119; + Hạ nguồn: các dự án Nhà máy điện tại Quảng Nam (Miền Trung I&II, công suất 750MW/nhà máy do PVN là Chủ đầu tư) và Quảng Ngãi (Dung Quất I&III, công suất 750MW/1 nhà máy do EVN là Chủ đầu tư và Dung Quất II, công suất 750 MW do Sembcorp là Chủ đầu tư - BOT). Tổng trữ lượng thu hồi dự kiến là 248 tỷ m3 khí thô (~150 tỷ m3 khí hydrocarbon). Trong giai đoạn bình ổn hàng năm sẽ cung cấp khoảng 7 tỷ m3 khí thô cho các hộ tiêu thụ điện hạ nguồn. Tiến độ Chuỗi dự án đã bị chậm khoảng 5 năm (dự kiến có dòng khí đầu tiên vào năm 2028). Theo PVN, tiến độ triển khai dự án Cá Voi Xanh bị chậm do ExxonMobil chưa tích cực chủ động triển khai các công việc của Dự án. ExxonMobil chỉ tiến hành một số công việc đang triển khai theo Chương trình công tác và Ngân sách được phê duyệt và chờ có quyết định từ Công ty mẹ). Điều này ảnh hưởng lớn đến tiến độ thực hiện dự án. Trước đó, ExxonMobil đã hoàn tất ký kết thỏa thuận hợp đồng khung về mua bán khí, thiết kế tổng thể (FEED) và một số hạng mục bao gồm: Giải phóng mặt bằng trên bờ (nhà máy, kho cảng, đường ống vận chuyển khí) và công tác khảo sát, an toàn môi trường. Đầu tư điện gió ngoài khơi, PVN kiến nghị gỡ khó nhiều dự án, gồm Cá Voi Xanh"
2024-08-16,"Chứng khoán bùng nổ, cổ phiếu bất động sản đồng loạt xanh tím","Chứng khoán bùng nổ, cổ phiếu bất động sản đồng loạt xanh tím"
2024-08-24,Có phải đền bù hoa màu khi lấy lại đất?,Có phải đền bù hoa màu khi lấy lại đất?
2024-08-29,"Chính quyền cấp sổ đỏ sai, đẩy người dân Nam Sơn vào thế khó","Chính quyền cấp sổ đỏ sai, đẩy người dân Nam Sơn vào thế khó"
2024-09-07,"Người dân xóm Phao chằng chống nhà, căng mình trước bão số 3","Người dân xóm Phao chằng chống nhà, căng mình trước bão số 3"
2024-09-19,4 gã khổng lồ trong ngành dầu khí với vốn hoá gần 1.000 tỷ USD cùng khởi nguồn từ 1 gia tộc,4 gã khổng lồ trong ngành dầu khí với vốn hoá gần 1.000 tỷ USD cùng khởi nguồn từ 1 gia tộc
2024-09-25,Mở rộng 'bán điện cho hàng xóm' trong khu công nghiệp?,Mở rộng 'bán điện cho hàng xóm' trong khu công nghiệp?
2024-09-28,Phát hiện xóm cổ đẹp như tranh ẩn mình giữa núi rừng hùng vĩ,Phát hiện xóm cổ đẹp như tranh ẩn mình giữa núi rừng hùng vĩ
2024-10-03,Cơ hội 'bán điện cho hàng xóm' ngày càng lớn,Cơ hội 'bán điện cho hàng xóm' ngày càng lớn
2024-10-04,Hai nhóm cổ phiếu hưởng lợi lớn nếu ông Donald Trump tái đắc cử Tổng thống Mỹ - Chi tiết bài viết,Hai nhóm cổ phiếu hưởng lợi lớn nếu ông Donald Trump tái đắc cử Tổng thống Mỹ - Chi tiết bài viết
2024-11-11,Sang tên Sổ đỏ có phải ký giáp ranh không?,Sang tên Sổ đỏ có phải ký giáp ranh không?
2024-11-24,Đào hầm làm sập nhà hàng xóm phải bồi thường thiệt hại ra sao?,Đào hầm làm sập nhà hàng xóm phải bồi thường thiệt hại ra sao?
2024-12-13,Thay đổi 180 tên sau sắp xếp đơn vị hành chính ở Nam Định,Thay đổi 180 tên sau sắp xếp đơn vị hành chính ở Nam Định
2025-01-08,Chi Pu đi cùng ‘CHIN-SU một triệu bữa cơm có thịt’ mang Tết tưng bừng cho các trò vùng cao,Chi Pu đi cùng ‘CHIN-SU một triệu bữa cơm có thịt’ mang Tết tưng bừng cho các trò vùng cao
2025-02-24,Hướng Dẫn Toàn Diện Về InvestingPro: Bí Quyết Thành Công Cho Nhà Đầu Tư,Hướng Dẫn Toàn Diện Về InvestingPro: Bí Quyết Thành Công Cho Nhà Đầu Tư
2025-02-28,Hai bài tập hiệu quả giúp giảm tác hại của việc ngồi lâu,Hai bài tập hiệu quả giúp giảm tác hại của việc ngồi lâu
2025-04-02,Hàng xóm của Việt Nam 'trúng mánh' khi ngồi trên 2 'núi vàng' khổng lồ - Chi tiết bài viết,Hàng xóm của Việt Nam 'trúng mánh' khi ngồi trên 2 'núi vàng' khổng lồ - Chi tiết bài viết
2025-04-18,Biến động mới của 5 dự án liên quan mỏ khí lớn nhất Việt Nam,Biến động mới của 5 dự án liên quan mỏ khí lớn nhất Việt Nam
2025-05-29,Khởi tố thêm 4 đối tượng liên quan sàn giao dịch bất hợp pháp Fnory.com,Khởi tố thêm 4 đối tượng liên quan sàn giao dịch bất hợp pháp Fnory.com
2025-06-09,"Lừa đảo chứng khoán ngày càng tinh vi: Dựng app giả, lấy tiền thật","Lừa đảo chứng khoán ngày càng tinh vi: Dựng app giả, lấy tiền thật"
2025-06-12,"Bộ trưởng Công Thương Nguyễn Hồng Diên làm việc với Nike, Walmart và Exxon Mobil","TIN MỚI Ngày 11-6 (giờ địa phương), Bộ trưởng Bộ Công Thương Nguyễn Hồng Diên đã có buổi tiếp và làm việc với lãnh đạo hai tập đoàn hàng đầu của Mỹ là Nike và Walmart, hiện đang có hoạt động đầu tư, kinh doanh quy mô lớn tại Việt Nam. Bộ trưởng Bộ Công Thương tiếp và làm việc với Tập đoàn Nike Tại buổi làm việc với Nike, Bộ trưởng Nguyễn Hồng Diên đánh giá cao sự hiện diện lâu dài, có trách nhiệm của Tập đoàn tại Việt Nam - nơi đang sản xuất khoảng 50% sản lượng giày Nike toàn cầu, tạo việc làm cho hơn 450.000 lao động; đồng thời chia sẻ quan ngại về tác động tiềm tàng của chính sách thuế hiện nay đối với chuỗi cung ứng toàn cầu của Nike cũng như lợi ích của người tiêu dùng Mỹ; từ đó đề xuất một số định hướng hỗ trợ phù hợp đối với hoạt động của Nike tại Việt Nam. Chiều cùng ngày, làm việc với Walmart - tập đoàn bán lẻ lớn nhất thế giới, trao đổi về những vướng mắc Walmart đang gặp phải trong quá trình kinh doanh tại Việt Nam, Bộ trưởng Bộ Công Thương khẳng định sẽ phối hợp với Bộ Tài chính và các cơ quan liên quan để rà soát, hoàn thiện chính sách, đảm bảo minh bạch và phù hợp với thông lệ quốc tế. Nhấn mạnh vai trò của cộng đồng doanh nghiệp Mỹ trong bối cảnh đàm phán Hiệp định Thương mại đối ứng đang bước vào giai đoạn then chốt, Bộ trưởng kêu gọi Nike và Walmart lên tiếng ủng hộ mạnh mẽ, thúc đẩy tiến trình đàm phán sớm đạt được một thỏa thuận công bằng, cân bằng và bền vững giữa Việt Nam và Mỹ. Trước đó, Bộ trưởng Bộ Công Thương Nguyễn Hồng Diên đã có cuộc việc với bà Jenniffer M. Chan, bà Zoe Barinaga, Phó Chủ tịch tập đoàn Exxon Mobil. Các đại diện của Exxon Mobil khẳng định luôn tin tưởng vào triển vọng phát triển kinh tế, và tiềm năng của Việt Nam tại khu vực Đông Nam Á và đây là lý do mà Exxon Mobil đã triển khai nhiều dự án tại Việt Nam. Exxon Mobil đánh giá cao những cải cách gần đây của Việt Nam dưới sự lãnh đạo của Tổng Bí thư Tô Lâm, và cho rằng những thay đổi tích cực của Việt Nam cộng với sự ổn định về chính trị đang làm các nhà đầu tư tin tưởng và tiếp tục thu hút thêm nhiều nhà đầu tư khác. Đại diện Tập đoàn cũng cam kết sẽ chuyển thông điệp tích cực về Việt Nam tới Nhà Trắng, Cơ quan đại diện thương mại Mỹ (USTR), Bộ Thương mại, và Bộ Năng lượng nhằm ủng hộ Việt Nam trong quá trình đàm phán với Mỹ. Đáng chú ý, Bộ trưởng Bộ Công Thương cũng có cuộc làm việc với Thượng nghị sĩ Roger Marshall, đại diện bang Kansas, thành viên Đảng Cộng hòa và là tiếng nói có ảnh hưởng trong chính giới Mỹ về các vấn đề kinh tế, thương mại và nông nghiệp. Thượng Nghị sĩ Roger Marshall đánh giá cao sự nghiêm túc, chủ động và thiện chí của Việt Nam khi tham gia đàm phán với Mỹ, cho biết sẽ sớm có ý kiến với Tổng thống và các Bộ trưởng trong nội các của Mỹ có liên quan tới quá trình đàm phán và rất mong thấy kết quả tích cực từ hai phía. Giày Adidas, Nike, Puma giả, giá vài trăm nghìn một đôi bán khắp nơi ở TP.HCM"
2025-06-26,Ngành dầu khí có thể sắp có thương vụ mua lại khổng lồ Shell - BP,Ngành dầu khí có thể sắp có thương vụ mua lại khổng lồ Shell - BP
